user;timeStamp;idParent;Id_Article
DariusRochebin;1479327795;Le Monde;international_13
bazyalle;1479327504;Le Monde;international_13
OnlyGodKnow;1479326909;Le Monde;international_13
sobchri;1479324580;Le Monde;international_13
FabieMathet;1479324579;Le Monde;international_13
LenaSomewhere;1479324548;Le Monde;international_13
misskizic;1479324292;Le Monde;international_13
helene6156;1479323838;Le Monde;international_13
cyrilletrignac;1479323715;Le Monde;international_13
jacquesduplessy;1479323637;Le Monde;international_13
Antoine89AAA;1479323495;Le Monde;international_13
werner9051;1479323351;Le Monde;international_13
NoMacTw;1479323282;Le Monde;international_13
ledi46;1479323095;Le Monde;international_13
moussdh1;1479323027;Le Monde;international_13
Charbel_v2L;1479322943;Le Monde;international_13
camille_lw;1479322877;Le Monde;international_13
ThBpt;1479322843;Le Monde;international_13
MaureenSth;1479322737;Le Monde;international_13
joelledidiercle;1479322687;Le Monde;international_13
RLS_dakar;1479322585;Le Monde;international_13
OrigineCertifie;1479322567;Le Monde;international_13
OriginalDandy;1479322561;Le Monde;international_13
IamBaloGouN;1479322544;Le Monde;international_13
LCormon;1479322461;Le Monde;international_13
S23Sylvain;1479322438;Le Monde;international_13
DelphineBourdin;1479322380;Le Monde;international_13
Moochite;1479322340;Le Monde;international_13
Stiviboutchie;1479322280;Le Monde;international_13
Wee_Tox;1479322273;Le Monde;international_13
juriste007;1479322225;Le Monde;international_13
MbiyaMpoy;1479322178;Le Monde;international_13
HugoHBD;1479322175;Le Monde;international_13
claidonmaxime74;1479322174;Le Monde;international_13
iluvdwy;1479322167;Le Monde;international_13
LPartenaireUCAC;1479322167;Le Monde;international_13
Esprit_225;1479322140;Le Monde;international_13
Serge Kochanski;1479321754;null;international_13
vivemouton;1479312082;null;international_13
Dernières nouvelles;1479311830;null;international_13
antiReacpublicain 🔻ت;1479305778;null;international_13
Inno TWAGIRAMUNGU;1479304669;null;international_13
TheoMpoze;1479306626;Inno TWAGIRAMUNGU;international_13
Phil Bevis;1479303702;null;international_13
PolitiqueFrance.fr;1479302810;null;international_13
InfoMonde;1479302164;null;international_13
Jean Pierre Salami;1479301946;null;international_13
ekodev;1479898802;null;international_14
bdekester;1480000712;ekodev;international_14
Laurent Rivollet;1479850290;null;international_14
audreyyorkGRDF;1479888122;Laurent Rivollet;international_14
Business France BR;1479754696;null;international_14
VeraDosanjos;1479774865;Business France BR;international_14
Positifs;1479421568;null;international_14
Alicelachipie;1479672135;Positifs;international_14
hugozone;1479416406;null;international_14
WWF-Canada français;1479398910;null;international_14
AMSBio;1479861010;WWF-Canada français;international_14
andrebelisle121;1479433462;WWF-Canada français;international_14
LinJrm;1479401788;WWF-Canada français;international_14
noureldarre;1479385464;null;international_14
Nassim Khaled;1479382219;null;international_14
Geoffroy Maincent;1479381212;null;international_14
MakaniMoana;1480619841;Geoffroy Maincent;international_14
ali_sadikin83;1480494143;Geoffroy Maincent;international_14
marypopins84;1480450917;Geoffroy Maincent;international_14
Becerril_Ruth;1480029289;Geoffroy Maincent;international_14
varviedurable;1479894788;Geoffroy Maincent;international_14
Nathali38603818;1479666335;Geoffroy Maincent;international_14
debraruh;1479502050;Geoffroy Maincent;international_14
Benoît Bloissere;1479378643;null;international_14
Damien ERNST;1479376893;null;international_14
mrwimverbeke;1479376932;Damien ERNST;international_14
LesPipelettesVertes;1479376802;null;international_14
IsaEcoBio;1479378699;LesPipelettesVertes;international_14
Energies nouvelles;1479376546;null;international_14
isabellecoadic;1485175343;Energies nouvelles;international_14
tezzahill42;1484276327;Energies nouvelles;international_14
GadioOumou;1483645740;Energies nouvelles;international_14
kira_eric;1482725239;Energies nouvelles;international_14
BaptisteDuhamel;1482365045;Energies nouvelles;international_14
osmarmelo;1482105935;Energies nouvelles;international_14
RouxBrigitte4;1481535371;Energies nouvelles;international_14
RudyTemmerman;1480887690;Energies nouvelles;international_14
kjgd12;1480715952;Energies nouvelles;international_14
OrgulloPorteno;1480269028;Energies nouvelles;international_14
FlavienBlank;1479993093;Energies nouvelles;international_14
OrgulloPorteno;1479599468;Energies nouvelles;international_14
Aicofarmer;1479547199;Energies nouvelles;international_14
Olivier_LeBaron;1479453723;Energies nouvelles;international_14
zhongguowenhua1;1479405483;Energies nouvelles;international_14
mariecantona;1479405476;Energies nouvelles;international_14
CaracciSessin;1479404870;Energies nouvelles;international_14
IonescuFranck;1479403973;Energies nouvelles;international_14
gabindz;1479403888;Energies nouvelles;international_14
OmnesCapital;1479402113;Energies nouvelles;international_14
creanergie;1479398626;Energies nouvelles;international_14
MacGueurle;1479393427;Energies nouvelles;international_14
jbfourmy;1479386173;Energies nouvelles;international_14
GabonClimat;1479381242;Energies nouvelles;international_14
SustainableLake;1479380820;Energies nouvelles;international_14
climaction;1479378739;Energies nouvelles;international_14
Annaig_LaBaule;1479376952;Energies nouvelles;international_14
ORRCHIDRAIN;1479376616;Energies nouvelles;international_14
Marie Bonhomme;1479346452;null;international_14
New Nat;1479343230;null;international_14
daveudaimon;1479365438;New Nat;international_14
zoedibisanzio;1479340955;null;international_14
nevan005;1479339227;null;international_14
I. This Saint-Jean;1479334306;null;international_14
ThomasDucados;1479339647;I. This Saint-Jean;international_14
DenajaSébastien;1479329975;null;international_14
NicoleHarnisch1;1479476353;DenajaSébastien;international_14
YvonLemotard;1479448790;DenajaSébastien;international_14
tetunicois;1479414817;DenajaSébastien;international_14
MarieAnne_086;1479393858;DenajaSébastien;international_14
petitoiseau24;1479393790;DenajaSébastien;international_14
alni92;1479389558;DenajaSébastien;international_14
Berceauaerostat;1479387598;DenajaSébastien;international_14
oediperoi1;1479379965;DenajaSébastien;international_14
guigggz;1479379836;DenajaSébastien;international_14
DanielTonydan;1479379438;DenajaSébastien;international_14
ev01000101;1479378091;DenajaSébastien;international_14
KhiraSahraoui;1479377729;DenajaSébastien;international_14
michedici;1479377162;DenajaSébastien;international_14
ait35736313;1479377126;DenajaSébastien;international_14
jugeantireac;1479377108;DenajaSébastien;international_14
htan987;1479377097;DenajaSébastien;international_14
Myale;1479377070;DenajaSébastien;international_14
Biologiquement;1479372238;DenajaSébastien;international_14
francoiskuss;1479367006;DenajaSébastien;international_14
maria_andy2;1479366520;DenajaSébastien;international_14
DanyCalou;1479366372;DenajaSébastien;international_14
OHerviaux_Senat;1479363336;DenajaSébastien;international_14
CeriseM4;1479353100;DenajaSébastien;international_14
AnnetteCoudray;1479338731;DenajaSébastien;international_14
HMouretConway;1479334603;DenajaSébastien;international_14
lysandre87;1479333071;DenajaSébastien;international_14
democratie2012_;1479333006;DenajaSébastien;international_14
Putaghjone;1479330595;DenajaSébastien;international_14
PhilippeDuron;1479330581;DenajaSébastien;international_14
ElodieJauneau;1479330198;DenajaSébastien;international_14
romaincolas;1479330172;DenajaSébastien;international_14
AchrafMOUSSIgnr;1479330004;DenajaSébastien;international_14
Anne-Claire Legendre;1479324861;null;international_14
Philippon Maxime;1479324651;null;international_14
SandrineZen;1479334141;Philippon Maxime;international_14
Vincent-Xavier JUMEL;1479320323;null;international_14
Alexandre Godin;1479318083;null;international_14
johnnybdx;1479654804;Alexandre Godin;international_14
ViveForce;1479579478;Alexandre Godin;international_14
BonnaterreL;1479572679;Alexandre Godin;international_14
micheledelaunay;1479572656;Alexandre Godin;international_14
regiscottet;1479564178;Alexandre Godin;international_14
Matthieu_Gadon;1479447992;Alexandre Godin;international_14
MBaujard;1479406150;Alexandre Godin;international_14
aurelientricot1;1479363850;Alexandre Godin;international_14
NathalieLanzi;1479326550;Alexandre Godin;international_14
cyrilletrignac;1479324598;Alexandre Godin;international_14
rebeccaglauberg;1479320203;Alexandre Godin;international_14
BoyThierry;1479319387;Alexandre Godin;international_14
she534;1479319171;Alexandre Godin;international_14
VincentFeltesse;1479319156;Alexandre Godin;international_14
jpmartakech;1479319137;Alexandre Godin;international_14
moonlight1220;1479318953;Alexandre Godin;international_14
FPasquisDumont;1479318843;Alexandre Godin;international_14
yvdebien;1479318776;Alexandre Godin;international_14
PENALVARobert;1479318588;Alexandre Godin;international_14
Gastaldi;1479316664;null;international_14
GrainDeSable_;1479448856;Gastaldi;international_14
Anne-Céline Guyon;1479315766;null;international_14
AMBerthiaume;1479429728;Anne-Céline Guyon;international_14
mbinzolambert;1479316194;Anne-Céline Guyon;international_14
99%Média;1479315047;null;international_14
David-Maxime Samson;1479314949;null;international_14
Delphine Pineda;1479314083;null;international_14
jyt75;1479327502;Delphine Pineda;international_14
DelphinePineda;1479320163;Delphine Pineda;international_14
LMarithee;1479314914;Delphine Pineda;international_14
lainbec30;1479314318;Delphine Pineda;international_14
Rosenshnouf;1479314284;Delphine Pineda;international_14
AYL;1479312966;null;international_14
zammerman;1479315409;AYL;international_14
NONagoNDDL;1479312547;null;international_14
jcrp44;1479321369;NONagoNDDL;international_14
France Kuala Lumpur;1479311959;null;international_14
France Kuala Lumpur;1479311796;null;international_14
Bridget Kyoto;1479311529;null;international_14
Monastère Zen;1479309793;null;international_14
Monastère Zen;1479309651;null;international_14
Moreau Maryse;1479308485;null;international_14
Daccord_ou_pas;1479365478;Moreau Maryse;international_14
sgjb9700;1479334855;Moreau Maryse;international_14
Paupol_du_Panie;1479325590;Moreau Maryse;international_14
CeriseM4;1479317210;Moreau Maryse;international_14
AkaAnderaka;1479315296;Moreau Maryse;international_14
theo_jt;1479313288;Moreau Maryse;international_14
DanyCalou;1479312881;Moreau Maryse;international_14
crdsar;1479312733;Moreau Maryse;international_14
marazazou73;1479312238;Moreau Maryse;international_14
menalahy;1479311935;Moreau Maryse;international_14
Thierry_PELTIER;1479311767;Moreau Maryse;international_14
nikkkos1;1479311740;Moreau Maryse;international_14
annick_chupin;1479308736;Moreau Maryse;international_14
st_gille;1479308533;Moreau Maryse;international_14
Audrey Garric;1479308205;null;international_14
gswalot;1479547196;Audrey Garric;international_14
APsystems_EMEA;1479376659;Audrey Garric;international_14
IFDScience;1479376241;Audrey Garric;international_14
FLF212;1479353256;Audrey Garric;international_14
clmence_1;1479335783;Audrey Garric;international_14
ElsaFowl;1479331071;Audrey Garric;international_14
mvalo;1479329334;Audrey Garric;international_14
PascalRioual;1479326905;Audrey Garric;international_14
EELV_Paris;1479325383;Audrey Garric;international_14
Titrith;1479324420;Audrey Garric;international_14
tricornot;1479319364;Audrey Garric;international_14
mia_katsumi;1479318197;Audrey Garric;international_14
SamanthaCBB;1479315965;Audrey Garric;international_14
cyrilletrignac;1479314765;Audrey Garric;international_14
lOlo_C6;1479314529;Audrey Garric;international_14
franz_vv;1479314485;Audrey Garric;international_14
Scaramoreau;1479313220;Audrey Garric;international_14
COP21;1479313105;Audrey Garric;international_14
huet_sophie;1479312177;Audrey Garric;international_14
lucdesomer;1479311900;Audrey Garric;international_14
CrcElise;1479311484;Audrey Garric;international_14
FrankllnDaTutle;1479311459;Audrey Garric;international_14
HeleneLeGal;1479311171;Audrey Garric;international_14
dalebarbie2;1479311025;Audrey Garric;international_14
david_sillet;1479310675;Audrey Garric;international_14
JulienNorpois;1479310480;Audrey Garric;international_14
MADriiieee;1479310000;Audrey Garric;international_14
bboullye;1479309839;Audrey Garric;international_14
Caphi;1479309676;Audrey Garric;international_14
Apteam_of_life;1479309501;Audrey Garric;international_14
GdsNando;1479309133;Audrey Garric;international_14
User25789997356;1479308862;Audrey Garric;international_14
Nnn_Elle;1479308798;Audrey Garric;international_14
MLLabelle;1479308727;Audrey Garric;international_14
Enmarche13;1479308524;Audrey Garric;international_14
JulienontheMoon;1479308459;Audrey Garric;international_14
MaryseSchumim;1479308442;Audrey Garric;international_14
NoeTemMermann;1479308426;Audrey Garric;international_14
Nicolasgerard31;1479308381;Audrey Garric;international_14
JojoDalon;1479308303;Audrey Garric;international_14
arlego78;1479308285;Audrey Garric;international_14
lemondefr;1479308255;Audrey Garric;international_14
hugocastelain95;1479308252;Audrey Garric;international_14
Louise Pasin;1479305457;null;international_14
AlexandraGuyon;1479321457;Louise Pasin;international_14
alex_poncet;1479312128;Louise Pasin;international_14
Etc Terra;1479304860;null;international_14
RESOLIS;1479302927;null;international_14
Hubert MESSMER;1479301458;null;international_14
jomodemo;1479317264;Hubert MESSMER;international_14
CLhermenault;1479301526;Hubert MESSMER;international_14
SynergieSolaire;1479301500;Hubert MESSMER;international_14
Sane 🔹;1479300893;null;international_14
MbarronKM;1479310596;Sane 🔹;international_14
Gertrude Michu;1479300822;null;international_14
Pascal BOLO;1479300773;null;international_14
YYaouank;1479532441;Pascal BOLO;international_14
carn_joel;1479529523;Pascal BOLO;international_14
AnthonyTexier44;1479471344;Pascal BOLO;international_14
nicolasdevG;1479322329;Pascal BOLO;international_14
BivelAlain;1479318431;Pascal BOLO;international_14
HuchetErwan;1479315580;Pascal BOLO;international_14
POUR_AGO;1479305782;Pascal BOLO;international_14
yannick_helbert;1479302756;Pascal BOLO;international_14
bel_julien;1479302005;Pascal BOLO;international_14
ParrainJoe;1479301959;Pascal BOLO;international_14
kurisutin972_44;1479301660;Pascal BOLO;international_14
ChristianDomine;1479301579;Pascal BOLO;international_14
AlloryJordan;1479301514;Pascal BOLO;international_14
RAPMAGHollande;1479300811;Pascal BOLO;international_14
Jean-Vincent Placé;1479300307;null;international_14
jeanmarcbrule;1479420498;Jean-Vincent Placé;international_14
CaroDeforge;1479401503;Jean-Vincent Placé;international_14
mpbresson;1479385907;Jean-Vincent Placé;international_14
UDE_FD_Malakoff;1479367995;Jean-Vincent Placé;international_14
lapayet;1479327939;Jean-Vincent Placé;international_14
FabieMathet;1479324100;Jean-Vincent Placé;international_14
cyrilletrignac;1479315131;Jean-Vincent Placé;international_14
smurignieux;1479306921;Jean-Vincent Placé;international_14
BertrandLeGuern;1479305662;Jean-Vincent Placé;international_14
28_ude;1479301988;Jean-Vincent Placé;international_14
FrontDem92;1479300901;Jean-Vincent Placé;international_14
spszabo;1479300894;Jean-Vincent Placé;international_14
UDE_92;1479300893;Jean-Vincent Placé;international_14
UDE_17;1479300850;Jean-Vincent Placé;international_14
ude_18;1479300664;Jean-Vincent Placé;international_14
UDE3702;1479300596;Jean-Vincent Placé;international_14
PeiranoAlbert;1479300556;Jean-Vincent Placé;international_14
UDE_9eCircoFHDF;1479300524;Jean-Vincent Placé;international_14
philippecharlot;1479300508;Jean-Vincent Placé;international_14
UEssone;1479300507;Jean-Vincent Placé;international_14
EcologieEntrepr;1479300492;Jean-Vincent Placé;international_14
FranceUnie2017;1479300463;Jean-Vincent Placé;international_14
ascondemine;1479300412;Jean-Vincent Placé;international_14
chappellier2014;1479300399;Jean-Vincent Placé;international_14
C_Rossignol;1479300385;Jean-Vincent Placé;international_14
UDE_FR;1479300346;Jean-Vincent Placé;international_14
SimplifGouv;1479300325;Jean-Vincent Placé;international_14
Arthur Dosne;1479299602;null;international_14
Damien Gaudissart;1479298102;null;international_14
Matthieu Quiret;1479296981;null;international_14
TdeSaintSimon;1479385989;Matthieu Quiret;international_14
DCombredet;1479298729;Matthieu Quiret;international_14
jfmartins;1479297549;Matthieu Quiret;international_14
planete21;1479297124;Matthieu Quiret;international_14
Charlotte Daviau;1479296531;null;international_14
Prabonnaud;1479296311;null;international_14
Le Monde;1479302431;null;international_15
Hastein22;1479379618;Le Monde;international_15
BrxPPP;1479338580;Le Monde;international_15
benjaminblandin;1479326061;Le Monde;international_15
revolution_fr;1479322740;Le Monde;international_15
_Skouiky;1479307264;Le Monde;international_15
FEDJF;1479305238;Le Monde;international_15
jakprice;1479305017;Le Monde;international_15
imlauraldl;1479304708;Le Monde;international_15
enostcha;1479304438;Le Monde;international_15
BLBagousse;1479304296;Le Monde;international_15
Delmaire7;1479303882;Le Monde;international_15
PierrotBD;1479303480;Le Monde;international_15
ATCoimbra;1479303396;Le Monde;international_15
geniuslawyer;1479303379;Le Monde;international_15
ManinhoLeite;1479303296;Le Monde;international_15
Severine_Serres;1479303251;Le Monde;international_15
moriunto;1479303206;Le Monde;international_15
Greeeg65;1479303170;Le Monde;international_15
coxmint;1479303166;Le Monde;international_15
ideasKathy;1479303108;Le Monde;international_15
NancyRadjaya;1479302834;Le Monde;international_15
MarineBorrely;1479302800;Le Monde;international_15
GauthierThonin;1479302718;Le Monde;international_15
DoctorTotor_;1479302709;Le Monde;international_15
mrtn_t2mk;1479302671;Le Monde;international_15
mgmalacrida;1479302568;Le Monde;international_15
ie_BST;1479302530;Le Monde;international_15
AlainPall1;1479302529;Le Monde;international_15
lucianaccc;1479302518;Le Monde;international_15
Tiembs;1479302492;Le Monde;international_15
Skipasse;1479302487;Le Monde;international_15
AfinaYasmin;1479302479;Le Monde;international_15
DonTiti12;1479302462;Le Monde;international_15
Dernières nouvelles;1479301025;null;international_15
icp3_zero;1479303084;Dernières nouvelles;international_15
FREE_NKOREA;1479301237;Dernières nouvelles;international_15
Christophe Deloire;1479299350;null;international_15
hayaelna;1480354740;Christophe Deloire;international_15
3arieThiery;1479771426;Christophe Deloire;international_15
Tunback;1479385244;Christophe Deloire;international_15
miriamcosic;1479336962;Christophe Deloire;international_15
cdeloire;1479322468;Christophe Deloire;international_15
Helene_Detolle;1479310848;Christophe Deloire;international_15
AdrienGombeaud;1479299947;Christophe Deloire;international_15
OlivierSchneid;1479299515;Christophe Deloire;international_15
Tancrède Chambraud;1479297217;null;international_15
Michel Bassot;1479296265;null;international_15
Thomas_Marko;1479298835;Michel Bassot;international_15
Youssef El Jai;1479687113;null;international_16
Luis Favre;1479379561;null;international_16
eppursimouve;1479365214;null;international_16
justelibre3;1479365377;eppursimouve;international_16
Hablamos;1479338705;null;international_16
Antoine Chevalier;1479329187;null;international_16
Fossaert Joséphine;1479302041;null;international_16
Philippe Bernard;1479315160;null;international_17
IciLondres;1479404506;Philippe Bernard;international_17
WW1 Economics;1479308864;null;international_18
Le Monde Politique;1479304726;null;international_18
Ms_BethGreene;1479305368;Le Monde Politique;international_18
Abdalah07101994;1479304745;Le Monde Politique;international_18
antiReacpublicain 🔻ت;1479299128;null;international_18
isoubert;1479300513;antiReacpublicain 🔻ت;international_18
Haiti News Network;1479298608;null;international_18
Lio;1479297212;null;international_18
Juan Martinez;1479295026;null;international_18
Thomas Wieder;1479464668;null;international_19
revolution_fr;1479635749;Thomas Wieder;international_19
FCamet;1479507117;Thomas Wieder;international_19
ikomia;1479494622;Thomas Wieder;international_19
DThezy;1479472736;Thomas Wieder;international_19
A_Moatti;1479470684;Thomas Wieder;international_19
61Gisou;1479469096;Thomas Wieder;international_19
mathieu_m;1479468464;Thomas Wieder;international_19
lemondefr;1479467260;Thomas Wieder;international_19
c_forestier;1479467102;Thomas Wieder;international_19
ncapitoni;1479464732;Thomas Wieder;international_19
Alexandre Castellano;1479376063;null;international_19